pH,Temperature,Turbidity,Dissolved_Oxygen,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,51.2,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,53,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,52.6,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,55.2,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,54,10.1,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,52.4,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,51.1,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,53.6,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,50.8,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,55,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,50.3,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,52,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,50.7,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,51.3,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,47,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,52.1,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,49.7,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,50.6,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,52.5,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,50.9,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,52.3,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,49.6,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,48.8,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,48,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,50,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,49.8,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,49,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,49.4,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,49,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,47.9,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,49.4,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,48.4,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,48.5,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,50.2,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,47.9,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,48,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,50.1,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,45.2,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,45.7,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,49.4,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,45.5,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,46.6,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,48.9,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,48,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,48.8,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,44.6,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,50.5,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,45.7,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,45.2,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,45.9,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,46.2,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,44.4,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,46.6,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,47.2,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,50.4,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,50,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,48.6,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,51.6,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,48.4,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,46.9,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,50,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,51.5,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,52,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,52.3,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,50.6,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,49.8,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,48.4,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,51,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,48.6,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,47.7,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,45.8,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,50.9,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,46.9,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,49.5,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,48.8,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,48.3,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,50.8,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,47.1,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,46,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,48.2,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,47.8,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,47.4,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,46.8,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,45.6,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,47.9,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,45.7,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,46.4,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,46.4,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,46,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,47.4,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,44.3,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,50.5,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,47.7,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,47.9,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,46.3,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,47.2,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,47.6,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,46.6,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,46.7,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,47.2,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,47.9,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.4,47.6,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.5,47.4,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.5,47.2,10,,,,,,,,,,,,,,,,,,,,,,
7.6,10.5,47.6,9.9,,,,,,,,,,,,,,,,,,,,,,
7.6,10.5,49.7,9.9,,,,,,,,,,,,,,,,,,,,,,
7.6,10.5,47.3,9.9,,,,,,,,,,,,,,,,,,,,,,
7.6,10.5,46.8,9.9,,,,,,,,,,,,,,,,,,,,,,
7.6,10.5,53.1,9.9,,,,,,,,,,,,,,,,,,,,,,
7.6,10.5,47.9,9.9,,,,,,,,,,,,,,,,,,,,,,
7.6,10.6,51,9.9,,,,,,,,,,,,,,,,,,,,,,
7.6,10.6,49.9,9.9,,,,,,,,,,,,,,,,,,,,,,
7.6,10.6,49.6,9.9,,,,,,,,,,,,,,,,,,,,,,
7.6,10.6,50.4,9.9,,,,,,,,,,,,,,,,,,,,,,
7.6,10.6,49.7,9.9,,,,,,,,,,,,,,,,,,,,,,
7.6,10.6,52.2,9.9,,,,,,,,,,,,,,,,,,,,,,
7.6,10.6,51.9,9.9,,,,,,,,,,,,,,,,,,,,,,
7.6,10.6,51.7,9.9,,,,,,,,,,,,,,,,,,,,,,
7.6,10.6,49.2,9.9,,,,,,,,,,,,,,,,,,,,,,
7.6,10.6,50.2,9.9,,,,,,,,,,,,,,,,,,,,,,
7.6,10.6,53,9.9,,,,,,,,,,,,,,,,,,,,,,
7.6,10.6,53.5,9.9,,,,,,,,,,,,,,,,,,,,,,
7.6,10.6,50.1,9.9,,,,,,,,,,,,,,,,,,,,,,
7.6,10.6,51.2,9.9,,,,,,,,,,,,,,,,,,,,,,
7.6,10.6,50.5,9.9,,,,,,,,,,,,,,,,,,,,,,
7.6,10.6,49.8,9.9,,,,,,,,,,,,,,,,,,,,,,
7.6,10.6,53.4,9.9,,,,,,,,,,,,,,,,,,,,,,
7.6,10.6,51.1,9.9,,,,,,,,,,,,,,,,,,,,,,
7.6,10.6,50.7,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,53.1,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,52.3,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,50.9,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,54.1,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,54.5,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,53.7,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,54.8,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,53.9,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,56.5,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,55.5,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,55,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,58.8,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,58.4,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,58.8,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,58.6,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,61.4,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,58.5,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,60.7,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,60.1,9.8,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,59.9,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,61.2,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,63.3,9.8,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,62.5,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,63.3,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,62.9,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,63,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,62.8,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,61.9,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,62.4,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,63.6,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,63.4,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,66,9.8,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,63.4,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,65.2,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,65.5,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,63.6,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,64,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,62.9,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,60.9,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,63.9,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,64.2,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,62.1,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,62.9,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,63.2,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,64.9,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,62.7,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,62.4,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,60.7,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,64,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,62.4,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,62.9,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,59.5,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,59.8,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,59.6,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,56.7,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,61,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,61.5,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,60.5,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,60.2,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,61,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,60,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,59.9,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,57.3,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,59.3,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,57.4,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,58.7,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,56.9,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,56,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,57.7,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,55.8,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,57.2,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,55.2,9.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,56,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,53,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,56.2,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,54.7,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,54.8,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,52.7,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,54.4,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,54.9,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,52.8,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,52.8,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,53.2,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,53.6,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,51.5,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,52.2,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,53.1,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,52.9,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,51.4,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,48,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,49.7,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,52,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,48.9,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,49.8,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,51.4,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,49.3,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,50.8,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.5,49.5,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.5,48.3,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.5,49.6,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.5,49,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.5,48.8,10,,,,,,,,,,,,,,,,,,,,,,
7.7,10.5,49.5,10.1,,,,,,,,,,,,,,,,,,,,,,
7.7,10.5,45.9,10.1,,,,,,,,,,,,,,,,,,,,,,
7.7,10.5,47.5,10.1,,,,,,,,,,,,,,,,,,,,,,
7.7,10.5,49.3,10.1,,,,,,,,,,,,,,,,,,,,,,
7.7,10.5,50.3,10.1,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,50.2,10.1,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,50.1,10.1,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,49.3,10.1,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,50.2,10.1,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,49.9,10.1,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,51.9,10.1,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,48.3,10.1,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,51.2,10.2,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,51.6,10.2,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,51.7,10.2,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,48.1,10.2,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,49,10.2,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,51.4,10.2,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,49.1,10.2,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,51.3,10.2,,,,,,,,,,,,,,,,,,,,,,
7.8,10.6,51.1,10.2,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,49.9,10.2,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,51.7,10.2,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,48.1,10.2,,,,,,,,,,,,,,,,,,,,,,
7.8,10.6,49.1,10.2,,,,,,,,,,,,,,,,,,,,,,
7.8,10.6,48.5,10.2,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,50.2,10.2,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,49.4,10.2,,,,,,,,,,,,,,,,,,,,,,
7.7,10.6,47.6,10.2,,,,,,,,,,,,,,,,,,,,,,
7.8,10.6,48.6,10.3,,,,,,,,,,,,,,,,,,,,,,
7.8,10.6,48,10.3,,,,,,,,,,,,,,,,,,,,,,
7.8,10.6,49.7,10.3,,,,,,,,,,,,,,,,,,,,,,
7.8,10.6,45.7,10.3,,,,,,,,,,,,,,,,,,,,,,
7.8,10.6,46.7,10.3,,,,,,,,,,,,,,,,,,,,,,
7.8,10.6,47.1,10.3,,,,,,,,,,,,,,,,,,,,,,
7.8,10.6,46.3,10.3,,,,,,,,,,,,,,,,,,,,,,
7.8,10.6,46.4,10.3,,,,,,,,,,,,,,,,,,,,,,
7.8,10.6,45,10.3,,,,,,,,,,,,,,,,,,,,,,
7.8,10.6,46.9,10.3,,,,,,,,,,,,,,,,,,,,,,
7.8,10.6,46.6,10.3,,,,,,,,,,,,,,,,,,,,,,
7.8,10.6,46.9,10.3,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,47.4,10.3,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,45.6,10.3,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,46.9,10.3,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,47,10.3,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,44.9,10.3,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,48.3,10.3,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,47.9,10.3,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,48.2,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,45.5,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,47,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,46.5,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,49.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,46.1,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,44.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.4,44.3,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.4,46.7,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.4,44.2,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.4,45.5,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.4,45.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.4,46.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.4,45.1,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,44.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,45.8,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,43.2,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,45.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,43.7,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,43.2,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,46.9,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,43,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,44,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,41.2,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,42.2,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,42.9,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,44,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,45,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,42.3,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,44,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,41.3,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,41.8,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,42.2,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,44.7,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,44.2,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,42.9,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,41.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,42,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,42.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,41.2,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,40.3,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,42.3,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,41.4,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,43,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.4,39.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.4,40.9,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.4,41.7,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.4,41.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.4,39.4,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.4,40.1,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.4,39.1,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.4,38.8,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.4,39.9,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.4,37.8,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,42.1,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,39.4,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,40.3,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,41.5,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,39.4,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,40.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,40.9,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,40.3,10.4,,,,,,,,,,,,,,,,,,,,,,
7.8,10.5,41.4,10.4,,,,,,,,,,,,,,,,,,,,,,
7.5,10.5,41.8,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.5,39.3,10.4,,,,,,,,,,,,,,,,,,,,,,
7.5,10.5,41,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.5,42.5,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.5,40.3,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.5,41.4,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.5,42.1,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.5,39.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.5,40.8,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.5,39,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.5,40.9,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,10.5,42,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,10.5,40.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,10.5,42.7,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,10.5,41.9,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,10.5,41.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,10.5,41.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,10.5,40.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,10.5,42.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,10.5,40.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,10.4,39.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,10.4,41.6,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,10.4,42,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,10.4,41.9,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,10.4,39.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,10.4,37.9,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,10.4,40.7,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,10.4,40.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,10.4,39,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,10.4,37.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,10.4,37.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,10.4,38.7,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,10.4,40.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,10.4,37.4,10.5,,,,,,,,,,,,,,,,,,,,,,
